r --- a
0.589634748916 --- 0.352168002279
0.991225030735 --- 0.00587579735015
0.51909155935 --- 0.437116664295
0.371837996585 --- 0.659531341743
0.481208607779 --- 0.48763627126
0.673070933518 --- 0.263936370604
0.303179629754 --- 0.79561987444
0.540037273681 --- 0.410744744314
0.40645875335 --- 0.600181881943
0.352267560247 --- 0.69557618519
0.560885079001 --- 0.385492829807
0.795522762367 --- 0.152503878468
0.351067106869 --- 0.697851924087
0.384865141187 --- 0.636574859125
0.42842793438 --- 0.565088490821
0.58829313218 --- 0.353686620793
0.442672557404 --- 0.543283286876
0.99767228309 --- 0.0015536201699
0.878061886354 --- 0.0866921348225
0.586123958037 --- 0.356149319525
0.985362732776 --- 0.00983029931623
0.991449768651 --- 0.00572466285428
0.296261717703 --- 0.811008022591
0.27068943962 --- 0.871188729667
0.47741169691 --- 0.492917376067
0.858389960536 --- 0.101797855526
0.960066728275 --- 0.0271683255438
0.841502122973 --- 0.115044495007
0.126180804859 --- 1.38002629427
0.720787265208 --- 0.218274160283
0.271566350605 --- 0.869032522786
0.215654620536 --- 1.02271808669
0.507207340331 --- 0.452556935801
0.633768949487 --- 0.304047215968
0.754734030345 --- 0.187593246324
0.814848006151 --- 0.136502452436
0.150439381204 --- 1.26279670575
0.434679892582 --- 0.555430265271
0.664954629105 --- 0.272024311709
0.892451368222 --- 0.0758555041332
0.430145710907 --- 0.562420843414
0.458963214168 --- 0.519190143706
0.794740518925 --- 0.153159739263
0.203901574576 --- 1.06007858609
0.973763902659 --- 0.0177242696379
0.0499119968386 --- 1.99832925834
0.870930866278 --- 0.0921284520632
0.735069537878 --- 0.205193449925
0.313723108877 --- 0.772829667311
0.744290900763 --- 0.196882216612
0.297169128106 --- 0.808969231571
0.521536070631 --- 0.433984559904
0.456739089664 --- 0.522428647264
0.413879989839 --- 0.58811948453
0.0809892258053 --- 1.6756260986
0.185918109112 --- 1.12163265054
0.725659851788 --- 0.213782598438
0.165129007383 --- 1.20068549843
0.323227083461 --- 0.752933438673
0.477591729014 --- 0.492666023242
0.884189538138 --- 0.0820558864457
0.573567486635 --- 0.370586449531
0.948747877939 --- 0.0350747913108
0.605584521129 --- 0.334374091166
0.0590466084234 --- 1.88628544911
0.396347771583 --- 0.616975494707
0.416997000304 --- 0.583117500484
0.468584102331 --- 0.505359786245
0.49300787714 --- 0.471486751397
0.983391089357 --- 0.0111655900678
0.854038825656 --- 0.105185748619
0.830542805526 --- 0.123783872923
0.932932470894 --- 0.0462816394782
0.796038314139 --- 0.15207197397
0.0159457423798 --- 2.75904228055
9.21781175268e-05 --- 6.19452519506
0.549237621273 --- 0.399482736988
0.0367007279008 --- 2.20330579354
0.829133829022 --- 0.124915801727
0.25226437871 --- 0.9181850797
0.807412976309 --- 0.142613332646
0.189892831813 --- 1.1075302727
0.528824273743 --- 0.424732725367
0.949568800605 --- 0.0344981943526
0.402831763217 --- 0.606157510132
0.393444382769 --- 0.621877040643
0.61974119517 --- 0.318968876823
0.990267223674 --- 0.00652029958207
0.421228288869 --- 0.57638689228
0.583851021521 --- 0.358739619222
0.784118698809 --- 0.162129912366
0.682970888765 --- 0.254202028612
0.691727474188 --- 0.24570881624
0.863658682845 --- 0.0977184208208
0.5114825822 --- 0.446961164377
0.487759036705 --- 0.478622514881
0.766129897333 --- 0.177602363237
0.34518447255 --- 0.70911753454
0.515430152191 --- 0.441835653314
0.834567867142 --- 0.120560808316
0.582143062531 --- 0.360692699699
0.0784519599185 --- 1.69684587806
0.542090349617 --- 0.408215063149
0.912506020587 --- 0.0610403970957
0.488688008622 --- 0.477354008204
0.379360904162 --- 0.646178182186
0.918716258332 --- 0.0565186365034
0.864153778117 --- 0.0973363613889
0.832548816145 --- 0.12217561389
0.647952944342 --- 0.289291468015
0.145135556415 --- 1.2867247343
0.293296671143 --- 0.817713768485
0.437151907215 --- 0.551649687017
0.212104569754 --- 1.03378391491
0.841503850111 --- 0.115043126711
0.155208808442 --- 1.24198927828
0.594443488212 --- 0.346753083364
0.811706371983 --- 0.139077743384
0.348993924609 --- 0.701800509952
0.540890902067 --- 0.409691786825
0.753391040374 --- 0.188780584034
0.243215569874 --- 0.942538073384
0.724082870746 --- 0.21523295386
0.660808629198 --- 0.276193998764
0.210630937112 --- 1.03843186014
0.0741600389938 --- 1.73435322128
0.407775368266 --- 0.598025882782
0.480614441671 --- 0.488459937919
0.686921160522 --- 0.250357168273
0.0839448990691 --- 1.65172977256
0.861918654694 --- 0.0990629205837
0.266829445151 --- 0.880763737931
0.602484653984 --- 0.337795389671
0.959579516183 --- 0.0275067296318
0.652928494221 --- 0.284191772794
0.769202372883 --- 0.174934120267
0.984281045843 --- 0.0105625380108
0.811537484085 --- 0.13921646799
0.510495016123 --- 0.448249602774
0.889735985962 --- 0.0778870035005
0.792716056943 --- 0.154860122219
0.178769045593 --- 1.14777370288
0.571349275564 --- 0.373169710218
0.667274412078 --- 0.269702603508
0.881043802426 --- 0.0844319568646
0.703187369603 --- 0.234754596058
0.470120922416 --- 0.503176890423
0.322343038545 --- 0.75475930894
0.619448828334 --- 0.319283455256
0.0764578050358 --- 1.71401083899
0.0263292375143 --- 2.42471684314
0.515494903324 --- 0.441751908289
0.922840165404 --- 0.0535328187007
0.174659946083 --- 1.16327624046
0.509713823679 --- 0.449270560532
0.760234569088 --- 0.182752166524
0.262402657542 --- 0.891916729425
0.201465302241 --- 1.06809207316
0.0273347608872 --- 2.39973072945
0.415326231818 --- 0.585793977867
0.387978170713 --- 0.63120413466
0.749115180107 --- 0.192575019182
0.37883206428 --- 0.647108182842
0.0305043496334 --- 2.32659066307
0.686604287795 --- 0.250664768673
0.758264971784 --- 0.184481591617
0.159380781073 --- 1.22430606022
0.712787491136 --- 0.225714634594
0.819363517137 --- 0.13281829249
0.0426325206843 --- 2.1034252804
0.524775141629 --- 0.429856939865
0.895805355579 --- 0.0733547511227
0.800611209031 --- 0.148253221155
0.872590192069 --- 0.0908595054998
0.623358097683 --- 0.315089419791
0.779547763886 --- 0.166027544888
0.859267627289 --- 0.101116565816
0.711011849209 --- 0.227377455842
0.976149659127 --- 0.0160929100365
0.14732094861 --- 1.27676116554
0.0231832843382 --- 2.50954917511
0.641459871848 --- 0.296005767007
0.016066147022 --- 2.7540272601
0.0237329984194 --- 2.49392590725
0.880504435338 --- 0.0848402091757
0.638044731057 --- 0.299564591147
0.617794879534 --- 0.321065857838
0.278540331069 --- 0.852128276515
0.427344271647 --- 0.566776889214
0.375173562847 --- 0.653577683886
0.542070764369 --- 0.408239149665
0.583336755905 --- 0.359327088989
0.140856495193 --- 1.30667578098
0.37511470326 --- 0.653682282948
0.552817689978 --- 0.395151337571
0.206915459692 --- 1.05029665095
0.628131042993 --- 0.310004311397
0.99843957927 --- 0.00104109296957
0.774008791788 --- 0.170781364371
0.765763589072 --- 0.177921191555
0.188641531946 --- 1.11193781415
0.498227423755 --- 0.464465754664
0.70831104401 --- 0.229914636045
0.58371666846 --- 0.358893047084
0.526046813711 --- 0.428243380503
0.268798034298 --- 0.87586332216
0.688562441007 --- 0.248766182372
0.668945997334 --- 0.268034629058
0.975377185724 --- 0.0166206837607
0.164360469749 --- 1.20379551795
0.406415077581 --- 0.600253522039
0.618208908298 --- 0.32061922622
0.237121767009 --- 0.959454323294
0.305538123616 --- 0.790453811513
0.17924361079 --- 1.14600629618
0.5473665416 --- 0.401757737761
0.589464663802 --- 0.35236033564
0.132604526883 --- 1.34692270828
0.684283327164 --- 0.25292215075
0.749879649724 --- 0.191895034909
0.227272908309 --- 0.987735829576
0.775769951649 --- 0.169266171207
0.365577363114 --- 0.670851572269
0.258741851551 --- 0.901282950993
0.674299015512 --- 0.262721082172
0.943553708467 --- 0.03873466072
0.307178212007 --- 0.78688480312
0.74420920375 --- 0.196955397226
0.924087426124 --- 0.0526323965326
0.137370869116 --- 1.32338062456
0.79219722645 --- 0.155296596582
0.458784944126 --- 0.519449140022
0.798555922601 --- 0.149966852809
0.329391149957 --- 0.740339552507
0.077057333699 --- 1.7088036938
0.102607478901 --- 1.51789630342
0.523897890711 --- 0.430972319137
0.151849182393 --- 1.25657831454
0.129208484725 --- 1.36421867903
0.607002768483 --- 0.332814618004
0.895529886193 --- 0.0735597895253
0.17079725171 --- 1.1781853923
0.589409491787 --- 0.352422736437
0.205328470657 --- 1.05542952417
0.955606336685 --- 0.0302728216311
0.875700659992 --- 0.0884873058537
0.900992486114 --- 0.0695055739364
0.980714120427 --- 0.0129828522484
0.862222024641 --- 0.098828314863
0.36556814302 --- 0.670868386239
0.103779740214 --- 1.51032300552
0.22609378082 --- 0.991203604267
0.95817424681 --- 0.028483754352
0.0345661277112 --- 2.24325402954
0.952908442799 --- 0.0321576350377
0.532198129935 --- 0.420492956189
0.65396982229 --- 0.283129381251
0.270803233735 --- 0.870908531068
0.389949379205 --- 0.627825563462
0.879216294214 --- 0.0858162287095
0.98825685074 --- 0.00787509642402
0.632890388199 --- 0.304972022824
0.988754454064 --- 0.00753950344565
0.996109446975 --- 0.00259876060934
0.611475300794 --- 0.327920477233
0.0653804485059 --- 1.81835467848
0.849198039085 --- 0.108975238858
0.471442905474 --- 0.501304850329
0.540912304791 --- 0.409665407752
0.113106624276 --- 1.45294955166
0.983034206081 --- 0.0114075745332
0.855901598863 --- 0.103733242698
0.138172094775 --- 1.31950353812
0.258396875234 --- 0.902172399931
0.876282050682 --- 0.0880448428027
0.672425818477 --- 0.264575653792
0.460731143346 --- 0.516627072845
0.508326222891 --- 0.451087910974
0.438828131388 --- 0.549098295212
0.384404243615 --- 0.637373708244
0.682122432479 --- 0.255030744991
0.431722670529 --- 0.55998124217
0.962923579366 --- 0.0251874847797
0.856598410689 --- 0.103190712783
0.849488443625 --- 0.108747294467
0.352272004053 --- 0.695567775337
0.635572120843 --- 0.30215313868
0.0606350126027 --- 1.86858852469
0.0926568140707 --- 1.58590185506
0.283074086664 --- 0.841364416846
0.626174558711 --- 0.312084065981
0.115808261147 --- 1.43721291774
0.389445092245 --- 0.628688262303
0.403665357457 --- 0.604779378264
0.403662785144 --- 0.604783626537
0.360429921355 --- 0.680305156044
0.745688218505 --- 0.195631802533
0.781888413141 --- 0.164028828541
0.198559668008 --- 1.07777708635
0.192340203185 --- 1.09899305554
0.661794926814 --- 0.275199699509
0.787334957992 --- 0.159401004933
0.738638977398 --- 0.201964003971
0.305293135953 --- 0.790988574968
0.061735958821 --- 1.8565924779
0.596259904837 --- 0.344719083354
0.340220601456 --- 0.718774029305
0.0876486767492 --- 1.62294584314
0.111310123052 --- 1.46362338132
0.789238137095 --- 0.157791454841
0.725370153657 --- 0.214048798433
0.29617251097 --- 0.811208791394
0.771391880592 --- 0.173039172541
0.783337110553 --- 0.162794759028
0.546817058021 --- 0.402427319021
0.354294153095 --- 0.691751846628
0.621831073715 --- 0.316724539197
0.114855932591 --- 1.44271779737
0.383659056101 --- 0.638667330351
0.157755886744 --- 1.23113764089
0.403188500741 --- 0.605567388413
0.389131955984 --- 0.629224516279
0.14078421711 --- 1.30701795729
0.160336972289 --- 1.22031840108
0.783493260287 --- 0.162661879522
0.171225635415 --- 1.17651539128
0.789254412888 --- 0.157777706878
0.998917412012 --- 0.000722116272892
0.804943690917 --- 0.144655302121
0.688613241393 --- 0.248716999214
0.522748098952 --- 0.432437051539
0.827299088159 --- 0.126392663317
0.415774692509 --- 0.585074513324
0.925257002434 --- 0.0517891597271
0.794439914075 --- 0.153411948806
0.15163585737 --- 1.25751553837
0.543854810551 --- 0.406048640079
0.567800926309 --- 0.377322935696
0.0301684751316 --- 2.33397184642
0.0415615365103 --- 2.1203867617
0.524744128121 --- 0.429896340135
0.374561336532 --- 0.654666471317
0.252383086017 --- 0.917871442115
0.802526680661 --- 0.146660118401
0.0659218640374 --- 1.81285674434
0.948768876003 --- 0.0350600365429
0.958498990144 --- 0.0282578467178
0.492527348219 --- 0.472136860356
0.907141512217 --- 0.0649712124985
0.327395824402 --- 0.744390245292
0.541620729278 --- 0.40879285598
0.0195969697179 --- 2.62158688728
0.36627004918 --- 0.669589585574
0.900716568763 --- 0.0697097632885
0.343371195879 --- 0.712628808833
0.0396891306339 --- 2.15111861089
0.0552185643721 --- 1.9309707141
0.058411402655 --- 1.89349610484
0.720444423016 --- 0.21859133547
0.509417636092 --- 0.449658063822
0.782209790676 --- 0.163754866596
0.599951891508 --- 0.340603871867
0.391440573796 --- 0.625281044095
0.941723795581 --- 0.0400288386912
0.551832322288 --- 0.396340695214
0.645840698223 --- 0.291468268526
0.644615026491 --- 0.292734665687
0.0447502350643 --- 2.07110572096
0.117200725766 --- 1.42924480621
0.792597956859 --- 0.154959450667
0.193860926756 --- 1.09374283293
0.220595982028 --- 1.00761492411
0.556669952141 --- 0.390521840138
0.951885641064 --- 0.0328735842258
0.34196937007 --- 0.71535607142
0.479202764798 --- 0.490420975058
0.960867953003 --- 0.0266121901848
0.307686119018 --- 0.78578340649
0.280602335129 --- 0.847211192956
0.0834465166942 --- 1.65569958065
0.485606080147 --- 0.481571678946
0.581389034903 --- 0.361556767234
0.405509620162 --- 0.60174045434
0.400186069962 --- 0.61055044342
0.927277846694 --- 0.0503346877195
0.758769380282 --- 0.184038263035
0.636974400206 --- 0.300683874851
0.628744262098 --- 0.309353788999
0.304813076884 --- 0.792037701952
0.993383188263 --- 0.00442586658901
0.791245140038 --- 0.15609829845
0.457068619997 --- 0.521947830796
0.952296286333 --- 0.0325860449807
0.243684406971 --- 0.941254203282
0.603827968521 --- 0.336310627964
0.536666931834 --- 0.41491841038
0.761123340466 --- 0.181973238284
0.199983206205 --- 1.07301458996
0.11774668848 --- 1.42614644653
0.968593289595 --- 0.0212736513193
0.147418229444 --- 1.27632108905
0.658182259956 --- 0.278848930132
0.0692430725644 --- 1.78008811606
0.768320589218 --- 0.175698799372
0.164142994287 --- 1.20467820978
0.751304974198 --- 0.190629079227
0.182701346084 --- 1.1332682986
0.661523631616 --- 0.275473047852
0.227676574712 --- 0.986552792706
0.560191192459 --- 0.386318092277
0.133371665205 --- 1.34307704855
0.577577093419 --- 0.365942233598
0.338209100225 --- 0.722727290039
0.280347483363 --- 0.84781695548
0.800152884703 --- 0.148634975796
0.169533206695 --- 1.1831376411
0.344604915168 --- 0.710237794392
0.774809235602 --- 0.170092285026
0.218822763869 --- 1.01299544948
0.754192346127 --- 0.188071895029
0.71076135417 --- 0.22761236911
0.766079537927 --- 0.177646186145
0.49879394262 --- 0.463708139436
0.229793621334 --- 0.980382447613
0.141393763079 --- 1.30413775656
0.404976069184 --- 0.60261820137
0.432794783466 --- 0.558327736342
0.981925711959 --- 0.0121597488173
0.225440888771 --- 0.993131525638
0.9850175674 --- 0.0100638686966
0.190255297902 --- 1.10625895705
0.620791841587 --- 0.317839634648
0.648481559776 --- 0.288747807217
0.0295751551304 --- 2.34721374921
0.0696322764594 --- 1.7763513846
0.30967045357 --- 0.781497733297
0.63131314592 --- 0.306635513503
0.480043482725 --- 0.489252393449
0.0908141523091 --- 1.59929342872
0.31345785936 --- 0.773393565232
0.286242269579 --- 0.833944486878
0.873824805894 --- 0.089916916228
0.373512657999 --- 0.656535589839
0.627242986405 --- 0.310947516865
0.0728725074198 --- 1.7460292256
0.768232205309 --- 0.175775493914
0.67867462974 --- 0.258408971094
0.484502036816 --- 0.483089095804
0.0257327621923 --- 2.43999353698
0.490534165171 --- 0.474840232426
0.407714032758 --- 0.598126166951
0.449748561927 --- 0.532711069101
0.924080307094 --- 0.0526375324515
0.0177213358775 --- 2.68865729902
0.842492093724 --- 0.114260667402
0.764619226458 --- 0.178918208175
0.955339076908 --- 0.0304592981096
0.383865592714 --- 0.638308537759
0.629016749854 --- 0.309064928865
0.884514791837 --- 0.0818106947557
0.040106407851 --- 2.1441461071
0.0683967522664 --- 1.78828662464
0.544215341352 --- 0.405606841587
0.627242103511 --- 0.310948455251
0.058033711304 --- 1.89782080527
0.372585885866 --- 0.658191801104
0.0509837479568 --- 1.98416557637
0.883851909956 --- 0.0823105020349
0.899050628719 --- 0.0709439529263
0.343916887112 --- 0.711570172022
0.211121690092 --- 1.03688038764
0.322245379594 --- 0.754961316813
0.978094840878 --- 0.0147657595576
0.839990632068 --- 0.116243026338
0.722553172951 --- 0.216642843949
0.951177785616 --- 0.0333695252937
0.445042847863 --- 0.539723142746
0.835144032647 --- 0.120100716545
0.265756705434 --- 0.88344935331
0.572948228369 --- 0.371306612157
0.5408741974 --- 0.40971237622
0.472635695931 --- 0.499620257416
0.588141510071 --- 0.353858464434
0.894359768319 --- 0.0744314395648
0.504626139302 --- 0.455958294728
0.251523250365 --- 0.920146564623
0.351268891409 --- 0.69746885094
0.776257906005 --- 0.168846973945
0.566626224465 --- 0.378703605829
0.286954583734 --- 0.83228754705
0.84568881376 --- 0.111735879652
0.491892860966 --- 0.472996232312
0.243314251417 --- 0.942267636945
0.382623565096 --- 0.640469087921
0.754258564559 --- 0.188013363961
0.823694541968 --- 0.12930367953
0.834166860596 --- 0.120881215985
0.84242604293 --- 0.114312935654
0.654503531593 --- 0.282585531855
0.240855485779 --- 0.949038779614
0.0581494826163 --- 1.8964921983
0.318354332037 --- 0.763060176555
0.581258537518 --- 0.361706422656
0.212240072532 --- 1.03335815161
0.118899040911 --- 1.41965369445
0.336180588387 --- 0.726737865309
0.18714902093 --- 1.11723338408
0.413594776491 --- 0.588579056827
0.28740849173 --- 0.831233839362
0.474520513078 --- 0.496966953956
0.266263293692 --- 0.882179755897
0.0871770820055 --- 1.62654253577
0.185217266523 --- 1.12415048623
0.946598450628 --- 0.0365868655245
0.480159711316 --- 0.489090999009
0.0442680930925 --- 2.0783274051
0.0138406055113 --- 2.85343238596
0.619056827677 --- 0.31970546993
0.488102766912 --- 0.478152871576
0.543203498024 --- 0.406847508731
0.621191291428 --- 0.317410804504
0.362035026942 --- 0.677342874885
0.722697820851 --- 0.216509397324
0.382275042302 --- 0.641076615619
0.89663597145 --- 0.0727368854829
0.760772153624 --- 0.182280913241
0.297585954563 --- 0.808034781885
0.527138333082 --- 0.426861515513
0.613964105776 --- 0.325212541461
0.894725785542 --- 0.0741586616816
0.656277599119 --- 0.280780940107
0.0576083893225 --- 1.90272471595
0.224199342646 --- 0.996813133565
0.11835184792 --- 1.42272888608
0.139507988067 --- 1.31308894482
0.710755443997 --- 0.227617912647
0.666747259287 --- 0.270229484323
0.0211868295545 --- 2.56958369186
0.0870443219724 --- 1.6275585614
0.953919390661 --- 0.0314507381778
0.523198833933 --- 0.431862471709
0.402801907343 --- 0.606206921958
0.891656717701 --- 0.0764493774008
0.0744543960665 --- 1.73171231624
0.355034689119 --- 0.690359852302
0.068020016918 --- 1.79196883379
0.212424340291 --- 1.0327795998
0.215887273297 --- 1.02199926027
0.417402296987 --- 0.58246985418
0.280405461919 --- 0.847679096657
0.774598468456 --- 0.170273659407
0.676459336037 --- 0.26058862834
0.252060774365 --- 0.918723368287
0.385434760426 --- 0.635588889304
0.00201847823431 --- 4.13694093389
0.924563684 --- 0.0522888971499
0.141836987409 --- 1.30205123787
0.854247378583 --- 0.105022971112
0.335691847529 --- 0.72770777352
0.9728814219 --- 0.0183287151825
0.218057870501 --- 1.01532986027
0.898629506071 --- 0.0712562981892
0.266108541873 --- 0.882567334184
0.486263265128 --- 0.480670069301
0.626697012515 --- 0.311528059182
0.896689341821 --- 0.0726972047319
0.657767987185 --- 0.279268675265
0.106560619132 --- 1.49269417469
0.96432575023 --- 0.0242174175171
0.422884116146 --- 0.57377139638
0.41334006908 --- 0.588989742014
0.00654103420979 --- 3.35310665997
0.935161964006 --- 0.0446903607725
0.267129054417 --- 0.880015591653
0.638017593714 --- 0.299592946442
0.161697558203 --- 1.21468507553
0.65086071177 --- 0.286306413388
0.0159827116951 --- 2.75749843999
0.621435459993 --- 0.317148812647
0.465776095384 --- 0.509366828223
0.298835113784 --- 0.805242211079
0.521757363585 --- 0.433701746587
0.176009768236 --- 1.15814385609
0.19617474973 --- 1.08583295781
0.109018716081 --- 1.47749046955
0.277561166453 --- 0.854475966956
0.970524575082 --- 0.0199457030735
0.606533401462 --- 0.333330319753
0.00687838020123 --- 3.31958139375
0.604936042151 --- 0.335088361328
0.160060430486 --- 1.22146922968
0.135655174561 --- 1.33175939613
0.956518841421 --- 0.029636527999
0.212167770701 --- 1.03358529737
0.903722165108 --- 0.0674888702074
0.858428963394 --- 0.10176756473
0.615587764706 --- 0.323451835074
0.183561418291 --- 1.1301373086
0.116757216452 --- 1.43177238213
0.338536909473 --- 0.722081436165
0.789837519075 --- 0.157285351155
0.799183088727 --- 0.149443474749
0.87017223326 --- 0.0927094117747
0.984724406146 --- 0.0102623117824
0.263094093307 --- 0.890162361039
0.822426217991 --- 0.130331003291
0.517445776853 --- 0.439233692241
0.711171560321 --- 0.227227722588
0.660414308617 --- 0.27659193372
0.583284927338 --- 0.359386323921
0.269773770249 --- 0.873447706116
0.087756580714 --- 1.62212561704
0.924852060585 --- 0.052080992509
0.988582247863 --- 0.00765562341045
0.101839831146 --- 1.52290265518
0.622042076486 --- 0.316498360965
0.661179503268 --- 0.275819941872
0.443911428304 --- 0.541420148167
0.819375511175 --- 0.132808533737
0.244216313699 --- 0.939800609914
0.543584345162 --- 0.406380263714
0.0220891330494 --- 2.54177967241
0.252059161315 --- 0.918727634601
0.358324217311 --- 0.684211378316
0.355120350306 --- 0.690199021341
0.507727600405 --- 0.451873463264
0.37778000458 --- 0.648962167503
0.348536982829 --- 0.702673956257
0.861070407024 --- 0.0997193362336
0.0103308549199 --- 3.04841349226
0.630678638644 --- 0.307305890112
0.815879688047 --- 0.135658917338
0.489917002846 --- 0.47567952278
0.0350668402552 --- 2.23366621141
0.368384169121 --- 0.665752631673
0.432730408587 --- 0.558426905231
0.899977120059 --- 0.0702572920921
0.915456824897 --- 0.058888050743
0.0828560372269 --- 1.66043377893
0.561417672579 --- 0.384860090715
0.746823033666 --- 0.194618016426
0.854726819254 --- 0.104648913829
0.39365119971 --- 0.621526694466
0.0957135325743 --- 1.56426372287
0.657341976956 --- 0.279700588698
0.946606702146 --- 0.0365810542029
0.618842974593 --- 0.319935809612
0.893873989998 --- 0.0747936430187
0.3401499015 --- 0.718912581179
0.899394511198 --- 0.0706890049341
0.123549710551 --- 1.39407445955
0.499985231785 --- 0.462117811617
0.251790612122 --- 0.919438294094
0.844817933554 --- 0.112422758727
0.855009245619 --- 0.104428664343
0.140391113768 --- 1.30888205443
0.553449091759 --- 0.39439033747
0.818885197779 --- 0.133207585738
0.00351906567976 --- 3.76637317099
0.144936879699 --- 1.28763796251
0.954137094763 --- 0.0312986084373
0.182151684622 --- 1.13527700468
0.423363447852 --- 0.573016169379
0.469468050855 --- 0.504103354631
0.349530719383 --- 0.70077588396
0.562800676824 --- 0.383219834094
0.990975380405 --- 0.00604372542939
0.323218471987 --- 0.752951200363
0.332858682299 --- 0.733358171036
0.355873406565 --- 0.688786807272
0.164344133886 --- 1.20386178155
0.131858217591 --- 1.35068536188
0.141063057883 --- 1.30569884636
0.846813843049 --- 0.110849594915
0.400260117091 --- 0.61042710033
0.171787954481 --- 1.17432959034
0.240150965862 --- 0.950991685979
0.217283243415 --- 1.01770233825
0.879472069386 --- 0.0856223151245
0.287070172973 --- 0.832019058652
0.78839714955 --- 0.158502212798
0.590892486549 --- 0.350747463985
0.130021435735 --- 1.36003730123
0.270270395219 --- 0.872221571561
0.434532437676 --- 0.555656454589
0.186680018523 --- 1.11890617245
0.531071317629 --- 0.421905972404
0.71563539827 --- 0.223056308007
0.684138730487 --- 0.253063039717
0.319643293656 --- 0.760366408174
0.244836480471 --- 0.938109811944
0.966727272126 --- 0.022559238892
0.785262625564 --- 0.161158041528
0.908947862177 --- 0.063645029194
0.686719603225 --- 0.250552811175
0.69637140245 --- 0.241248091176
0.914160978475 --- 0.0598323985269
0.303565224774 --- 0.794772521951
0.0207327762715 --- 2.5840262908
0.455770795446 --- 0.5238434916
0.139759057267 --- 1.31189023904
0.930475478494 --- 0.0480397041931
0.5013670458 --- 0.46027787986
0.475938759034 --- 0.494977393679
0.102723092354 --- 1.51714555653
0.467013197703 --- 0.507598507405
0.0908137914216 --- 1.599296078
0.307392423184 --- 0.786420064165
0.344456458625 --- 0.710525057717
0.279700104743 --- 0.84935820286
0.919660417326 --- 0.0558338591201
0.732633991974 --- 0.207406020415
0.37950310315 --- 0.645928336825
0.308654639082 --- 0.783688200013
0.558519056793 --- 0.388311026448
0.0297875134413 --- 2.34244399021
0.638738408051 --- 0.29884019033
0.27642411053 --- 0.857212640214
0.860025680093 --- 0.100528686405
0.451605324844 --- 0.529964437143
0.130694648312 --- 1.35659440369
0.58495417637 --- 0.357481177206
0.324842258973 --- 0.749610380987
0.623846566595 --- 0.314567218476
0.989244763269 --- 0.00720899491232
0.236736257671 --- 0.960539062895
0.826282672969 --- 0.127212229943
0.332884587037 --- 0.733306289701
0.791254328467 --- 0.156090556749
0.611498538224 --- 0.327895142889
0.45593192729 --- 0.523607841914
0.847901959367 --- 0.109993509219
0.688231082022 --- 0.249087081607
0.0997955487574 --- 1.53642113219
0.263787966344 --- 0.888406437551
0.484350350445 --- 0.483297846382
0.47633993415 --- 0.494415688173
0.845273257627 --- 0.112063548063
0.507640933854 --- 0.451987269628
0.921175289862 --- 0.054736623502
0.193096717444 --- 1.0963760593
0.376530078415 --- 0.65117156359
0.341027922156 --- 0.717193947931
0.656287672769 --- 0.280770707066
